ApplicantID,EmployedWith,ProofOfIdentityProvided,NumberOfDependents
APP-5708,No,No,4
APP-5726,Yes,Yes,2
APP-5736,No,No,2
APP-5747,Yes,Yes,1
APP-5775,No,Yes,5
APP-5779,No,No,5
APP-5788,No,Yes,3
APP-5801,Yes,Yes,5
APP-5802,No,No,3
APP-5812,Yes,No,0
APP-5824,No,No,1
APP-5828,Yes,Yes,3
APP-5878,No,No,4
APP-5914,Yes,Yes,2
APP-5919,No,Yes,4
APP-5951,Yes,No,5
APP-5958,Yes,No,2
APP-5970,Yes,No,1
APP-5981,Yes,No,3
APP-5987,Yes,No,2
APP-5993,Yes,No,1
APP-6017,No,Yes,4
APP-6021,Yes,Yes,2
APP-6026,No,Yes,5
APP-6032,Yes,Yes,3
APP-6039,No,No,5
APP-6045,Yes,Yes,4
APP-6066,No,No,1
APP-6083,No,No,4
APP-6085,Yes,No,2
APP-6103,No,No,5
APP-6120,Yes,Yes,5
APP-6128,No,No,0
APP-6135,Yes,No,0
APP-6149,Yes,No,3
APP-6169,Yes,No,1
APP-6179,No,Yes,3
APP-6191,Yes,Yes,2
APP-6194,No,No,1
APP-6207,No,No,0
APP-6223,Yes,Yes,4
APP-6248,No,No,4
APP-6289,No,Yes,2
APP-6300,No,No,2
APP-6308,No,No,1
APP-6313,No,Yes,0
APP-6320,No,No,4
APP-6346,Yes,Yes,1
APP-6373,Yes,Yes,5
APP-6380,Yes,Yes,5
APP-6430,Yes,Yes,5
APP-6442,Yes,Yes,1
APP-6477,No,Yes,1
APP-6488,Yes,No,3
APP-6507,No,Yes,1
APP-6533,No,Yes,5
APP-6567,Yes,No,1
APP-6603,Yes,No,5
APP-6645,No,No,5
APP-6666,No,No,1
APP-6700,No,No,1
APP-6705,Yes,Yes,3
APP-6727,No,Yes,2
APP-6735,Yes,Yes,5
APP-6777,No,Yes,3
APP-6795,No,Yes,1
APP-6799,Yes,No,2
APP-6846,Yes,Yes,3
APP-6893,Yes,No,0
APP-6903,Yes,No,0
APP-6922,No,No,1
APP-6936,Yes,No,1
APP-6964,No,Yes,4
APP-6971,Yes,Yes,0
APP-7015,No,No,2
APP-7040,No,Yes,2
APP-7066,No,Yes,5
APP-7071,No,Yes,5
APP-7078,Yes,No,4
APP-7080,No,Yes,0
APP-7087,Yes,No,3
APP-7093,Yes,Yes,3
APP-7143,Yes,No,2
APP-7150,No,No,3
APP-7188,No,No,1
APP-7227,No,No,1
APP-7258,Yes,Yes,4
APP-7334,Yes,No,3
APP-7349,No,No,4
APP-7368,No,Yes,0
APP-7375,Yes,Yes,3
APP-7381,No,Yes,2
APP-7418,Yes,No,2
APP-7425,Yes,Yes,0
APP-7431,Yes,No,1
APP-7481,Yes,No,1
APP-7513,Yes,Yes,1
APP-7542,No,No,3
APP-7560,No,No,4
APP-7578,Yes,Yes,0
APP-7611,No,No,5
APP-7629,No,No,3
APP-7649,Yes,No,2
APP-7665,No,Yes,4
APP-7674,No,Yes,4
APP-7678,Yes,No,3
APP-7701,Yes,No,2
APP-7746,Yes,No,4
APP-7801,No,No,3
APP-7805,Yes,Yes,2
APP-7827,No,Yes,5
APP-7870,No,No,3
APP-7880,Yes,Yes,5
APP-7919,No,Yes,2
APP-7933,No,No,0
APP-8033,Yes,No,5
APP-8075,No,No,1
APP-8108,Yes,No,3
APP-8119,Yes,Yes,3
APP-8150,Yes,No,3
APP-8158,No,No,3
APP-8188,No,Yes,0
APP-8210,Yes,No,5
APP-8251,Yes,Yes,1
APP-8271,Yes,Yes,5
APP-8314,No,Yes,1
APP-8355,No,Yes,4
APP-8360,No,No,0
APP-8393,No,Yes,1
APP-8470,No,Yes,1
APP-8488,Yes,Yes,2
APP-8518,Yes,No,5
APP-8523,No,Yes,2
APP-8528,No,Yes,0
APP-8572,Yes,No,0
APP-8590,No,No,1
APP-8625,No,No,2
APP-8634,Yes,No,2
APP-8650,No,Yes,1
APP-8659,No,No,1
APP-8703,Yes,No,4
APP-8711,No,Yes,3
APP-8717,Yes,Yes,5
APP-8760,Yes,Yes,0
APP-8825,No,Yes,0
APP-8837,Yes,Yes,4
APP-8890,Yes,No,2
APP-8968,Yes,No,5
APP-9056,Yes,Yes,3
APP-9073,Yes,Yes,2
APP-9106,No,Yes,4
APP-9110,Yes,Yes,4
APP-9153,No,No,4
APP-9176,No,No,0
APP-9184,Yes,Yes,0
APP-9193,No,Yes,2
APP-9222,No,No,5
APP-9249,Yes,Yes,1
APP-9262,Yes,Yes,0
APP-9287,No,Yes,5
APP-9297,No,Yes,3
APP-9305,Yes,No,3
APP-9321,Yes,No,3
APP-9328,Yes,Yes,4
APP-9349,Yes,Yes,2
APP-9357,No,No,4
APP-9360,Yes,Yes,3
APP-9417,Yes,Yes,3
APP-9425,Yes,No,4
APP-9431,Yes,No,3
APP-9468,Yes,No,3
APP-9470,Yes,No,2
APP-9519,Yes,Yes,3
APP-9562,No,No,4
APP-9598,No,Yes,4
APP-9643,Yes,Yes,1
APP-9647,No,Yes,3
APP-9728,Yes,Yes,1
APP-9879,Yes,Yes,5
APP-9881,Yes,Yes,4
APP-9885,Yes,Yes,1
APP-9886,No,Yes,5
APP-9888,Yes,Yes,3
APP-9892,Yes,Yes,0
APP-9914,No,Yes,2
APP-9918,No,Yes,5
APP-9953,Yes,Yes,3
APP-9974,Yes,Yes,1
APP-10013,Yes,No,1
APP-10021,Yes,Yes,5
APP-10024,Yes,Yes,1
APP-10028,Yes,No,5
APP-10046,No,No,4
APP-10076,No,No,3
APP-10095,No,No,1
APP-10151,Yes,Yes,0
APP-10165,Yes,No,3
APP-10168,Yes,No,4
APP-10192,No,Yes,3
APP-10217,Yes,No,5
APP-10241,No,No,5
APP-10251,No,Yes,4
APP-10260,No,Yes,4
APP-10282,No,Yes,2
APP-10292,No,Yes,2
APP-10296,No,Yes,0
APP-10334,No,Yes,1
APP-10351,Yes,Yes,3
APP-10370,Yes,No,1
APP-10374,No,No,3
APP-10489,No,No,0
APP-10557,Yes,Yes,0
APP-10574,Yes,Yes,3
APP-10589,No,No,4
APP-10592,No,Yes,2
APP-10671,Yes,Yes,3
APP-10690,No,No,4
APP-10696,No,Yes,3
APP-10722,No,Yes,3
APP-10734,Yes,No,5
APP-10743,Yes,Yes,3
APP-10749,Yes,No,3
APP-10750,Yes,No,3
APP-10758,Yes,Yes,4
APP-10780,No,No,0
APP-10833,Yes,Yes,5
APP-10858,No,No,2
APP-10881,No,Yes,2
APP-10885,Yes,No,4
APP-10907,No,No,4
APP-10914,No,No,3
APP-10947,No,No,0
APP-10950,Yes,Yes,5
APP-10981,No,Yes,0
APP-11076,Yes,Yes,1
APP-11087,No,Yes,0
APP-11141,Yes,No,3
APP-11172,No,No,1
APP-11195,Yes,Yes,4
APP-11211,Yes,Yes,3
APP-11244,No,No,5
APP-11251,No,Yes,5
APP-11274,Yes,No,5
APP-11285,Yes,Yes,1
APP-11286,No,Yes,3
APP-11317,No,No,4
APP-11360,Yes,Yes,1
APP-11460,No,Yes,3
APP-11506,Yes,No,2
APP-11508,Yes,Yes,4
APP-11528,No,No,1
APP-11541,No,No,2
APP-11557,No,No,2
APP-11564,Yes,No,1
APP-11605,No,Yes,0
APP-11607,Yes,No,0
APP-11648,No,Yes,3
APP-11684,Yes,No,1
APP-11709,Yes,Yes,1
APP-11724,No,Yes,2
APP-11733,Yes,No,2
APP-11763,No,No,5
APP-11869,No,Yes,2
APP-11883,Yes,Yes,4
APP-11902,No,Yes,0
APP-11927,Yes,No,3
APP-11932,Yes,Yes,3
APP-11940,No,Yes,1
APP-12017,No,Yes,2
APP-12029,Yes,Yes,1
APP-12032,No,No,0
APP-12047,Yes,Yes,4
APP-12065,No,Yes,0
APP-12077,No,No,1
APP-12084,Yes,No,2
APP-12190,No,No,1
APP-12195,Yes,No,2
APP-12206,Yes,No,2
APP-12218,No,Yes,5
APP-12229,No,Yes,1
APP-12231,Yes,No,4
APP-12232,No,No,5
APP-12307,Yes,Yes,1
APP-12338,Yes,Yes,0
APP-12345,No,No,0
APP-12382,No,Yes,3
APP-12396,No,Yes,0
APP-12411,Yes,Yes,5
APP-12424,No,Yes,0
APP-12439,No,No,1
APP-12481,Yes,Yes,1
APP-12485,Yes,No,4
APP-12499,No,Yes,0
APP-12515,Yes,No,4
APP-12524,Yes,Yes,4
APP-12542,No,Yes,0
APP-12552,No,No,1
APP-12564,No,Yes,2
APP-12576,No,No,2
APP-12588,No,No,2
APP-12618,No,Yes,4
APP-12642,Yes,Yes,2
APP-12646,Yes,Yes,5
APP-12653,Yes,Yes,3
APP-12681,Yes,No,3
APP-12709,Yes,Yes,5
APP-12743,Yes,No,4
APP-12817,Yes,No,1
APP-12838,Yes,No,0
APP-12859,No,Yes,4
APP-12870,Yes,Yes,2
APP-12922,No,Yes,0
APP-12927,Yes,No,5
APP-12930,No,Yes,1
APP-12935,No,No,2
APP-12938,No,No,5
APP-12954,No,No,3
APP-12976,No,No,3
APP-12992,Yes,No,4
APP-13000,No,Yes,1
APP-13013,No,Yes,4
APP-13059,No,Yes,5
APP-13062,Yes,No,1
APP-13068,No,Yes,4
APP-13085,No,No,0
APP-13111,No,No,4
APP-13127,No,Yes,0
APP-13141,Yes,No,1
APP-13156,Yes,Yes,0
APP-13161,Yes,Yes,0
APP-13235,Yes,No,4
APP-13244,Yes,No,0
APP-13277,Yes,No,2
APP-13284,Yes,No,2
APP-13301,Yes,No,1
APP-13320,Yes,No,2
APP-13363,No,Yes,4
APP-13377,No,Yes,0
APP-13387,No,Yes,0
APP-13399,Yes,Yes,1
APP-13405,No,No,0
APP-13429,No,No,0
APP-13496,No,No,0
APP-13507,No,Yes,1
APP-13513,No,Yes,2
APP-13520,No,Yes,5
APP-13525,Yes,Yes,2
APP-13548,Yes,No,3
APP-13567,No,No,4
APP-13587,Yes,Yes,3
APP-13622,Yes,No,1
APP-13645,No,No,1
APP-13665,Yes,No,5
APP-13685,No,No,2
APP-13700,No,No,5
APP-13710,Yes,No,5
APP-13723,Yes,No,0
APP-13760,Yes,Yes,3
APP-13766,Yes,Yes,1
APP-13781,Yes,Yes,4
APP-13840,Yes,No,3
APP-13850,Yes,No,4
APP-13881,Yes,No,5
APP-13920,No,Yes,4
APP-13938,No,No,2
APP-13977,No,No,2
APP-13985,No,Yes,4
APP-14028,Yes,Yes,3
APP-14056,No,No,2
APP-14068,Yes,No,3
APP-14075,Yes,No,2
APP-14096,No,Yes,0
APP-14142,Yes,Yes,1
APP-14147,Yes,No,0
APP-14162,No,No,0
APP-14177,No,No,1
APP-14185,Yes,No,2
APP-14194,Yes,No,2
APP-14202,No,Yes,0
APP-14212,No,No,2
APP-14228,Yes,Yes,4
APP-14235,No,No,4
APP-14306,No,Yes,2
APP-14315,Yes,No,4
APP-14327,No,No,1
APP-14342,No,Yes,0
APP-14361,Yes,Yes,2
APP-14375,No,Yes,5
APP-14417,Yes,Yes,0
APP-14458,No,Yes,1
APP-14464,No,No,0
APP-14470,Yes,No,2
APP-14495,No,No,1
APP-14509,No,Yes,5
APP-14512,Yes,Yes,1
APP-14520,Yes,Yes,4
APP-14546,Yes,Yes,2
APP-14562,No,No,1
APP-14574,No,No,1
APP-14577,No,No,5
APP-14617,Yes,Yes,5
APP-14623,No,No,0
APP-14626,Yes,No,4
APP-14663,Yes,Yes,0
APP-14691,Yes,No,1
APP-14703,Yes,Yes,1
APP-14719,No,Yes,0
APP-14733,No,No,0
APP-14773,No,No,1
APP-14805,No,Yes,1
APP-14816,Yes,Yes,4
APP-14872,No,No,1
APP-14892,No,No,5
APP-14911,No,No,1
APP-14924,Yes,Yes,2
APP-14979,No,No,3
APP-14996,No,Yes,3
APP-15008,Yes,No,1
APP-15010,No,No,4
APP-15047,No,Yes,2
APP-15060,Yes,Yes,1
APP-15084,Yes,Yes,2
APP-15122,No,Yes,0
APP-15142,Yes,Yes,4
APP-15175,No,Yes,3
APP-15228,No,Yes,2
APP-15253,Yes,No,5
APP-15273,No,Yes,5
APP-15283,No,Yes,1
APP-15315,No,No,0
APP-15342,No,Yes,4
APP-15346,No,Yes,5
APP-15366,Yes,No,2
APP-15392,Yes,Yes,0
APP-15427,Yes,No,5
APP-15442,Yes,Yes,2
APP-15448,No,Yes,2
APP-15479,Yes,No,2
APP-15480,No,Yes,4
APP-15488,Yes,Yes,4
APP-15520,Yes,Yes,3
APP-15529,No,Yes,2
APP-15587,Yes,Yes,0
APP-15589,No,Yes,5
APP-15624,Yes,No,1
APP-15635,No,No,2
APP-15656,No,No,3
APP-15669,No,No,5
APP-15712,Yes,No,5
APP-15719,Yes,No,4
APP-15756,No,Yes,3
APP-15770,No,No,3
APP-15783,Yes,Yes,2
APP-15791,Yes,No,2
APP-15809,Yes,No,0
APP-15868,Yes,No,0
APP-15914,No,Yes,3
APP-15927,Yes,No,0
APP-15953,Yes,Yes,5
APP-15972,No,No,0
APP-16008,Yes,No,1
APP-16015,No,Yes,0
APP-16021,No,Yes,3
APP-16090,Yes,Yes,2
APP-16104,No,Yes,4
APP-16106,Yes,No,2
APP-16159,Yes,No,3
APP-16179,Yes,Yes,4
APP-16310,Yes,No,5
APP-16335,Yes,No,1
APP-16354,Yes,Yes,3
APP-16370,No,Yes,3
APP-16400,No,No,5
APP-16467,No,Yes,3
APP-16501,No,Yes,2
APP-16510,Yes,Yes,5
APP-16523,Yes,No,4
APP-16538,Yes,Yes,1
APP-16558,Yes,No,0
APP-16560,No,No,4
APP-16569,No,Yes,3
APP-16614,Yes,No,3
APP-16627,Yes,Yes,3
APP-16643,Yes,No,3
APP-16710,Yes,No,1
APP-16738,Yes,Yes,2
APP-16741,No,No,4
APP-16759,Yes,Yes,1
APP-16800,No,Yes,1
APP-16826,Yes,Yes,1
APP-16843,Yes,No,1
APP-16856,No,Yes,1
APP-16864,No,Yes,1
APP-16878,Yes,No,1
APP-16886,No,No,2
APP-16902,Yes,No,2
APP-16921,Yes,Yes,5
APP-16929,No,No,1
APP-16959,No,No,3
APP-17013,Yes,Yes,0
APP-17021,Yes,No,1
APP-17026,No,Yes,4
APP-17043,Yes,No,4
APP-17054,Yes,No,1
APP-17057,No,No,2
APP-17072,No,No,5
APP-17099,Yes,No,4
APP-17103,No,Yes,2
APP-17107,No,Yes,0
APP-17137,Yes,Yes,3
APP-17144,No,No,2
APP-17152,No,Yes,4
APP-17194,Yes,No,5
APP-17215,Yes,Yes,0
APP-17233,No,Yes,3
APP-17267,No,No,5
APP-17288,Yes,Yes,5
APP-17317,No,No,2
APP-17324,No,Yes,3
APP-17338,No,Yes,0
APP-17361,No,Yes,0
APP-17371,Yes,Yes,1
APP-17381,Yes,No,1
APP-17386,No,No,2
APP-17422,Yes,No,4
APP-17424,No,Yes,1
APP-17432,Yes,Yes,2
APP-17437,Yes,No,3
APP-17442,Yes,Yes,0
APP-17458,No,No,1
APP-17498,No,Yes,2
APP-17527,Yes,No,5
APP-17529,Yes,Yes,5
APP-17554,Yes,Yes,0
APP-17579,No,Yes,3
APP-17627,Yes,Yes,1
APP-17705,No,No,1
APP-17718,No,No,3
APP-17742,Yes,Yes,5
APP-17754,No,Yes,4
APP-17756,Yes,Yes,2
APP-17761,No,No,3
APP-17803,Yes,Yes,5
APP-17807,Yes,No,0
APP-17830,No,No,0
APP-17858,Yes,No,4
APP-17860,No,No,3
APP-17866,No,No,5
APP-17892,No,Yes,2
APP-17897,Yes,Yes,3
APP-17901,No,Yes,4
APP-17908,No,Yes,1
APP-17909,Yes,Yes,5
APP-17918,No,Yes,3
APP-17927,No,Yes,4
APP-17941,Yes,No,4
APP-17958,No,No,1
APP-17973,Yes,Yes,4
APP-17978,Yes,No,2
APP-17980,Yes,No,4
APP-17989,No,Yes,1
APP-18013,Yes,No,5
APP-18054,No,Yes,3
APP-18073,No,No,4
APP-18081,No,No,4
APP-18107,Yes,No,2
APP-18149,No,No,1
APP-18234,No,No,1
APP-18243,Yes,Yes,5
APP-18245,No,Yes,1
APP-18273,No,No,1
APP-18313,No,No,5
APP-18317,Yes,No,1
APP-18358,Yes,No,0
APP-18370,Yes,Yes,3
APP-18394,Yes,No,4
APP-18462,No,No,4
APP-18499,No,Yes,4
APP-18508,No,No,2
APP-18534,No,Yes,1
APP-18629,No,No,3
APP-18633,Yes,No,4
APP-18661,No,Yes,5
APP-18686,Yes,No,1
APP-18704,Yes,No,1
APP-18714,No,Yes,1
APP-18733,Yes,Yes,2
APP-18754,Yes,Yes,3
APP-18770,No,No,5
APP-18803,Yes,Yes,4
APP-18808,Yes,No,0
APP-18843,Yes,Yes,2
APP-18896,Yes,No,5
APP-18934,Yes,Yes,2
APP-18949,No,No,0
APP-18970,Yes,No,2
APP-19015,No,Yes,4
APP-19025,Yes,Yes,3
APP-19071,Yes,No,3
APP-19240,No,Yes,4
APP-19354,No,Yes,4
APP-19420,No,Yes,3
APP-19443,No,Yes,5
APP-19489,Yes,No,4
APP-19507,Yes,No,2
APP-19542,No,No,3
APP-19567,Yes,Yes,0
APP-19574,Yes,Yes,0
APP-19628,Yes,No,4
APP-19635,No,No,0
APP-19646,Yes,Yes,0
APP-19656,Yes,No,3
APP-19788,Yes,No,2
APP-19791,No,Yes,1
APP-19884,Yes,No,0
APP-19964,Yes,No,4
APP-20034,No,Yes,1
APP-20100,No,Yes,0
APP-20149,No,Yes,2
APP-20155,No,No,5
APP-20190,Yes,No,0
APP-20213,Yes,Yes,4
APP-20248,Yes,No,2
APP-20288,No,Yes,4
APP-20319,Yes,Yes,4
APP-20333,No,No,4
APP-20360,No,No,4
APP-20427,Yes,Yes,4
APP-20434,Yes,Yes,2
APP-20444,Yes,No,3
APP-20454,Yes,No,2
APP-20461,Yes,No,3
APP-20468,No,No,5
APP-20494,Yes,No,2
APP-20504,Yes,No,4
APP-20524,Yes,No,2
APP-20526,No,Yes,2
APP-20538,No,No,3
APP-20549,No,Yes,2
APP-20558,No,No,5
APP-20578,Yes,Yes,2
APP-20586,Yes,Yes,0
APP-20594,Yes,No,4
APP-20624,Yes,Yes,4
APP-20634,No,No,0
APP-20656,Yes,No,5
APP-20662,Yes,Yes,2
APP-20713,No,No,1
APP-20720,No,No,2
APP-20739,No,No,4
APP-20757,Yes,No,2
APP-20810,No,No,1
APP-20882,No,Yes,0
APP-20938,Yes,No,4
APP-20960,No,Yes,1
APP-21003,No,No,1
APP-21047,Yes,Yes,1
APP-21075,Yes,Yes,3
APP-21102,Yes,Yes,0
APP-21113,Yes,No,4
APP-21150,No,No,0
APP-21178,Yes,No,5
APP-21198,No,No,3
APP-21211,No,No,5
APP-21213,No,Yes,4
APP-21247,Yes,No,2
APP-21256,Yes,No,0
APP-21262,Yes,Yes,3
APP-21301,Yes,No,2
APP-21320,Yes,No,5
APP-21336,No,Yes,3
APP-21339,Yes,No,4
APP-21420,No,Yes,5
APP-21455,Yes,Yes,0
APP-21459,No,No,3
APP-21468,No,No,5
APP-21515,Yes,Yes,4
APP-21544,No,Yes,3
APP-21558,No,No,1
APP-21585,No,Yes,5
APP-21592,No,No,5
APP-21597,Yes,Yes,5
APP-21633,Yes,No,0
APP-21652,Yes,No,5
APP-21659,No,No,5
APP-21869,No,No,1
APP-21881,No,No,3
APP-21905,Yes,No,2
APP-21912,No,No,4
APP-21938,No,No,2
APP-21945,Yes,Yes,2
APP-21946,Yes,Yes,1
APP-21950,Yes,No,5
APP-21973,No,No,4
APP-21976,No,No,5
APP-21979,Yes,Yes,3
APP-21997,Yes,No,3
APP-22006,No,No,3
APP-22025,No,No,3
APP-22033,No,Yes,5
APP-22035,No,No,1
APP-22046,Yes,Yes,4
APP-22056,No,No,3
APP-22077,Yes,No,0
APP-22080,No,Yes,3
APP-22098,Yes,No,1
APP-22103,No,No,0
APP-22129,Yes,Yes,2
APP-22142,No,No,1
APP-22148,Yes,Yes,5
APP-22170,Yes,No,3
APP-22185,No,Yes,4
APP-22203,Yes,Yes,4
APP-22254,No,No,0
APP-22269,No,Yes,1
APP-22290,No,Yes,0
APP-22298,No,No,5
APP-22308,No,No,0
APP-22325,No,No,5
APP-22340,No,No,4
APP-22347,Yes,No,1
APP-22386,Yes,Yes,4
APP-22394,No,Yes,1
APP-22399,Yes,Yes,4
APP-22412,Yes,No,1
APP-22429,Yes,Yes,2
APP-22445,Yes,No,4
APP-22470,No,Yes,5
APP-22489,No,No,2
APP-22500,No,No,0
APP-22509,No,Yes,4
APP-22532,Yes,Yes,5
APP-22553,Yes,No,0
APP-22633,Yes,No,4
APP-22634,No,No,0
APP-22671,Yes,Yes,3
APP-22676,Yes,No,1
APP-22683,No,No,0
APP-22688,No,Yes,1
APP-22693,Yes,Yes,0
APP-22704,Yes,No,4
APP-22713,No,Yes,1
APP-22750,No,No,5
APP-22754,Yes,No,1
APP-22783,Yes,Yes,2
APP-22800,No,No,5
APP-22855,No,Yes,5
APP-22873,No,Yes,5
APP-22895,No,No,1
APP-22921,No,No,1
APP-22925,Yes,Yes,1
APP-23019,Yes,Yes,5
APP-23035,No,No,0
APP-23042,No,No,5
APP-23051,No,No,5
APP-23093,Yes,No,3
APP-23137,No,No,1
APP-23163,Yes,Yes,3
APP-23193,No,No,5
APP-23197,Yes,Yes,1
APP-23203,No,Yes,4
APP-23215,No,No,3
APP-23227,Yes,Yes,2
APP-23235,Yes,Yes,1
APP-23240,No,Yes,4
APP-23246,No,Yes,3
APP-23274,Yes,Yes,5
APP-23289,Yes,Yes,4
APP-23297,Yes,Yes,2
APP-23298,No,Yes,2
APP-23306,Yes,Yes,2
APP-23324,Yes,Yes,2
APP-23328,No,No,4
APP-23331,No,Yes,5
APP-23342,Yes,No,3
APP-23357,No,Yes,2
APP-23393,No,Yes,4
APP-23400,No,Yes,5
APP-23417,Yes,Yes,4
APP-23418,No,Yes,3
APP-23424,Yes,Yes,4
APP-23427,Yes,Yes,5
APP-23437,Yes,No,0
APP-23438,No,Yes,5
APP-23442,No,Yes,3
APP-23461,No,No,5
APP-23475,Yes,Yes,4
APP-23522,No,Yes,1
APP-23544,No,Yes,1
APP-23591,Yes,Yes,2
APP-23612,No,Yes,3
APP-23629,Yes,No,5
APP-23682,No,No,4
APP-23723,Yes,Yes,4
APP-23730,No,Yes,0
APP-23772,No,No,0
APP-23792,No,Yes,2
APP-23798,Yes,No,3
APP-23830,Yes,Yes,2
APP-23902,Yes,Yes,0
APP-23919,No,Yes,0
APP-24032,No,No,3
APP-24199,Yes,Yes,5
APP-24259,Yes,No,2
APP-24339,No,No,0
APP-24363,No,Yes,4
APP-24512,Yes,Yes,1
APP-24555,Yes,Yes,0
APP-24598,Yes,No,5
APP-24615,No,No,2
APP-24639,No,No,0
APP-24662,No,Yes,4
APP-24769,Yes,Yes,1
APP-24812,No,No,1
APP-24814,Yes,No,4
APP-24874,Yes,No,2
APP-24888,No,No,4
APP-24974,Yes,Yes,5
APP-25005,Yes,Yes,4
APP-25041,No,Yes,3
APP-25043,Yes,No,5
APP-25052,No,Yes,3
APP-25077,No,No,3
APP-25085,No,No,1
APP-25113,Yes,Yes,1
APP-25126,Yes,No,0
APP-25201,Yes,Yes,3
APP-25225,Yes,Yes,2
APP-25232,No,No,2
APP-25281,Yes,No,3
APP-25383,Yes,No,1
APP-25427,No,No,4
APP-25516,No,No,5
APP-25531,No,No,1
APP-25558,Yes,No,0
APP-25559,No,Yes,3
APP-25562,No,Yes,1
APP-25595,Yes,No,4
APP-25626,Yes,No,0
APP-25647,Yes,Yes,1
APP-25663,No,Yes,3
APP-25674,Yes,No,4
APP-25680,No,No,1
APP-25747,No,No,5
APP-25792,No,No,3
APP-25801,Yes,No,3
APP-25809,Yes,Yes,1
APP-25836,Yes,Yes,1
APP-25856,Yes,Yes,1
APP-25890,No,No,4
APP-25901,Yes,Yes,1
APP-25911,Yes,No,5
APP-25917,Yes,No,5
APP-25956,Yes,Yes,2
APP-25961,No,No,5
APP-25983,No,Yes,1
APP-26007,No,Yes,0
APP-26019,Yes,Yes,2
APP-26028,No,Yes,0
APP-26031,No,No,5
APP-26039,Yes,No,0
APP-26057,Yes,No,3
APP-26077,No,No,4
APP-26086,No,No,2
APP-26123,No,No,2
APP-26136,Yes,No,3
APP-26144,Yes,Yes,0
APP-26162,No,No,4
APP-26187,No,No,4
APP-26198,No,Yes,3
APP-26216,No,Yes,1
APP-26270,Yes,No,4
APP-26276,No,No,1
APP-26296,No,Yes,3
APP-26317,No,Yes,0
APP-26338,Yes,Yes,1
APP-26347,Yes,Yes,2
APP-26349,No,Yes,1
APP-26355,No,Yes,0
APP-26374,No,Yes,1
APP-26388,No,Yes,3
APP-26409,No,No,1
APP-26477,No,Yes,5
APP-26481,Yes,No,2
APP-26562,Yes,No,1
APP-26618,Yes,No,3
APP-26637,No,Yes,1
APP-26699,Yes,Yes,4
APP-26740,Yes,No,0
APP-26758,No,No,2
APP-26845,No,No,0
APP-26857,No,Yes,2
APP-26880,Yes,Yes,0
APP-26893,No,Yes,5
APP-26900,Yes,Yes,2
APP-26914,Yes,Yes,1
APP-26932,Yes,Yes,0
APP-26933,Yes,Yes,2
APP-26942,Yes,No,1
APP-26947,No,No,2
APP-26964,Yes,Yes,2
APP-26970,No,No,3
APP-26974,Yes,No,3
APP-26993,Yes,Yes,0
APP-27046,No,Yes,1
APP-27047,No,Yes,4
APP-27064,No,No,5
APP-27075,No,Yes,2
APP-27083,No,Yes,0
APP-27093,No,Yes,3
APP-27107,No,No,1
APP-27111,No,Yes,3
APP-27113,Yes,Yes,2
APP-27178,No,Yes,3
APP-27213,Yes,Yes,5
APP-27226,Yes,Yes,3
APP-27239,No,Yes,5
APP-27274,Yes,Yes,1
APP-27280,Yes,Yes,5
APP-27281,Yes,Yes,0
APP-27313,No,Yes,2
APP-27343,Yes,Yes,2
APP-27396,Yes,Yes,5
APP-27407,No,Yes,1
APP-27418,Yes,Yes,5
APP-27427,Yes,Yes,5
APP-27433,Yes,No,0
APP-27440,Yes,No,1
APP-27445,Yes,Yes,5
APP-27448,Yes,Yes,1
APP-27487,Yes,No,5
APP-27506,No,No,3
APP-27514,No,No,0
APP-27582,No,No,5
APP-27599,Yes,No,2
APP-27600,Yes,Yes,5
APP-27606,No,Yes,4
APP-27620,Yes,Yes,5
APP-27629,No,No,2
APP-27636,Yes,No,1
APP-27654,No,Yes,4
APP-27690,Yes,Yes,1
APP-27725,Yes,No,4
APP-27733,No,Yes,5
APP-27740,No,No,5
APP-27857,Yes,No,3
APP-1350,No,Yes,1
APP-1402,Yes,Yes,4
APP-1411,Yes,No,2
APP-1461,No,Yes,3
APP-1466,No,No,1
APP-1498,No,No,0
APP-1533,Yes,No,5
APP-1537,Yes,No,5
APP-1599,No,Yes,3
APP-1606,Yes,No,4
APP-1617,Yes,Yes,5
APP-1644,Yes,No,0
APP-1682,Yes,Yes,0
APP-1721,Yes,No,5
APP-1752,Yes,No,5
APP-1762,No,No,0
APP-1818,No,Yes,4
APP-1841,Yes,Yes,3
APP-1850,Yes,Yes,0
APP-1867,Yes,No,5
APP-1895,Yes,No,0
APP-1907,No,No,5
APP-1969,No,No,4
APP-1981,No,Yes,1
APP-2010,No,No,1
APP-2025,Yes,Yes,5
APP-2031,Yes,Yes,3
APP-2062,No,No,5
APP-2123,No,No,5
APP-2136,Yes,Yes,0
APP-2189,Yes,Yes,2
APP-2211,No,No,1
APP-2287,Yes,No,0
APP-2292,No,No,3
APP-2314,No,Yes,2
APP-2333,Yes,No,1
APP-2342,No,No,1
APP-2380,No,No,5
APP-2382,No,Yes,5
APP-2388,Yes,No,0
APP-2405,Yes,Yes,0
APP-2419,No,Yes,2
APP-2448,Yes,Yes,4
APP-2474,Yes,No,5
APP-2483,Yes,Yes,3
APP-2526,No,No,0
APP-2557,Yes,Yes,0
APP-2570,Yes,Yes,1
APP-2576,Yes,No,2
APP-2612,No,No,5
